rental_key,rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,amount,payment_date
7439,8787,7/29/2005,2366,222,7/31/2005,1,4.99,7/29/2005
7440,8788,7/29/2005,3412,121,8/3/2005,2,1.99,7/29/2005
7441,8789,7/29/2005,3062,71,8/5/2005,1,4.99,7/29/2005
7442,8790,7/29/2005,751,323,7/30/2005,2,0.99,7/29/2005
7443,8791,7/29/2005,1677,469,7/31/2005,1,0.99,7/29/2005
7444,8792,7/29/2005,3764,203,8/7/2005,2,7.99,7/29/2005
7445,8793,7/29/2005,1819,167,8/2/2005,2,0.99,7/29/2005
7446,8794,7/29/2005,3509,320,7/31/2005,2,4.99,7/29/2005
7447,8795,7/29/2005,1896,302,7/31/2005,2,2.99,7/29/2005
7448,8796,7/29/2005,2234,74,8/4/2005,1,5.99,7/29/2005
7449,8797,7/29/2005,2929,566,8/7/2005,1,4.99,7/29/2005
7450,8798,7/29/2005,800,513,8/5/2005,2,5.99,7/29/2005
7451,8799,7/29/2005,326,237,8/7/2005,2,6.99,7/29/2005
7452,8800,7/29/2005,2082,207,8/6/2005,2,5.99,7/29/2005
7453,8801,7/29/2005,1111,590,8/1/2005,1,4.99,7/29/2005
7454,8802,7/29/2005,296,407,7/30/2005,2,2.99,7/29/2005
7455,8803,7/29/2005,2814,86,8/6/2005,2,5.99,7/29/2005
7456,8804,7/29/2005,4461,363,8/1/2005,2,2.99,7/29/2005
7457,8805,7/29/2005,4041,39,8/4/2005,1,2.99,7/29/2005
7458,8806,7/29/2005,4085,454,8/2/2005,1,0.99,7/29/2005
7459,8807,7/29/2005,2612,396,8/1/2005,1,2.99,7/29/2005
7460,8808,7/29/2005,593,173,8/3/2005,2,4.99,7/29/2005
7461,8809,7/29/2005,3278,8,8/4/2005,1,1.99,7/29/2005
7462,8810,7/29/2005,1233,431,8/8/2005,2,4.99,7/29/2005
7463,8811,7/29/2005,2041,245,8/7/2005,2,10.99,7/29/2005
7464,8812,7/29/2005,1172,563,8/4/2005,2,7.99,7/29/2005
7465,8813,7/29/2005,3442,497,8/5/2005,1,6.99,7/29/2005
7466,8814,7/29/2005,1492,487,8/1/2005,1,4.99,7/29/2005
7467,8815,7/29/2005,3469,230,8/3/2005,1,2.99,7/29/2005
7468,8816,7/29/2005,3984,209,8/1/2005,1,2.99,7/29/2005
7469,8817,7/29/2005,2716,175,8/1/2005,1,4.99,7/29/2005
7470,8818,7/29/2005,3090,98,8/7/2005,1,5.99,7/29/2005
7471,8819,7/29/2005,3100,591,8/6/2005,2,4.99,7/29/2005
7472,8820,7/29/2005,481,594,8/5/2005,2,5.99,7/29/2005
7473,8821,7/29/2005,52,477,8/5/2005,1,5.99,7/29/2005
7474,8822,7/29/2005,744,35,8/6/2005,2,6.99,7/29/2005
7475,8823,7/29/2005,951,75,8/7/2005,1,6.99,7/29/2005
7476,8824,7/29/2005,3506,164,7/31/2005,2,4.99,7/29/2005
7477,8825,7/29/2005,881,101,8/5/2005,2,1.99,7/29/2005
7478,8826,7/29/2005,1800,369,7/30/2005,1,2.99,7/29/2005
7479,8827,7/29/2005,1517,157,8/6/2005,2,4.99,7/29/2005
7480,8828,7/29/2005,1608,547,7/30/2005,1,2.99,7/29/2005
7481,8829,7/29/2005,1466,173,8/5/2005,2,8.99,7/29/2005
7482,8830,7/29/2005,1751,202,8/5/2005,2,2.99,7/29/2005
7483,8831,7/29/2005,3520,13,8/8/2005,1,11.99,7/29/2005
7484,8832,7/29/2005,380,125,8/4/2005,1,4.99,7/29/2005
7485,8833,7/29/2005,1741,101,8/5/2005,1,4.99,7/29/2005
7486,8834,7/29/2005,4477,243,8/5/2005,2,4.99,7/29/2005
7487,8835,7/29/2005,2653,237,8/5/2005,1,3.99,7/29/2005
7488,8836,7/29/2005,3265,14,8/2/2005,2,4.99,7/29/2005
7489,8837,7/29/2005,42,372,8/7/2005,2,8.99,7/29/2005
7490,8838,7/29/2005,133,550,8/3/2005,1,2.99,7/29/2005
7491,8839,7/29/2005,3440,580,8/5/2005,2,3.99,7/29/2005
7492,8840,7/29/2005,1484,295,8/6/2005,1,9.99,7/29/2005
7493,8841,7/29/2005,3935,363,8/1/2005,2,4.99,7/29/2005
7494,8842,7/29/2005,4203,292,8/6/2005,2,4.99,7/29/2005
7495,8843,7/29/2005,406,294,8/5/2005,1,4.99,7/29/2005
7496,8844,7/29/2005,327,244,8/6/2005,2,5.99,7/29/2005
7497,8845,7/29/2005,3036,543,8/2/2005,1,4.99,7/29/2005
7498,8846,7/29/2005,2912,108,8/3/2005,2,4.99,7/29/2005
7499,8847,7/29/2005,4133,480,7/31/2005,1,4.99,7/29/2005
7500,8848,7/29/2005,2972,545,8/3/2005,2,2.99,7/29/2005
7501,8849,7/29/2005,4300,79,8/3/2005,1,2.99,7/29/2005
7502,8850,7/29/2005,355,86,7/31/2005,2,2.99,7/29/2005
7503,8851,7/29/2005,212,445,8/5/2005,2,8.99,7/29/2005
7504,8852,7/29/2005,1138,42,8/5/2005,2,3.99,7/29/2005
7505,8853,7/29/2005,2323,58,7/31/2005,2,0.99,7/29/2005
7506,8854,7/29/2005,1365,527,8/1/2005,2,0.99,7/29/2005
7507,8855,7/29/2005,4388,335,8/2/2005,2,2.99,7/29/2005
7508,8856,7/29/2005,2942,365,8/7/2005,1,3.99,7/29/2005
7509,8857,7/29/2005,1348,477,7/31/2005,2,2.99,7/29/2005
7510,8858,7/29/2005,2378,558,8/1/2005,2,4.99,7/29/2005
7511,8859,7/29/2005,603,216,8/7/2005,2,8.99,7/29/2005
7512,8860,7/29/2005,2841,531,8/6/2005,2,4.99,7/29/2005
7513,8861,7/29/2005,759,560,8/7/2005,1,5.99,7/29/2005
7514,8862,7/29/2005,916,21,8/4/2005,1,2.99,7/29/2005
7515,8863,7/29/2005,75,47,8/4/2005,1,3.99,7/29/2005
7516,8864,7/29/2005,2321,167,7/30/2005,1,0.99,7/29/2005
7517,8865,7/29/2005,1835,305,7/31/2005,2,4.99,7/29/2005
7518,8866,7/29/2005,1530,44,8/1/2005,2,4.99,7/29/2005
7519,8867,7/30/2005,1388,497,8/4/2005,2,4.99,7/30/2005
7520,8868,7/30/2005,1229,512,8/1/2005,2,4.99,7/30/2005
7521,8869,7/30/2005,4353,308,7/31/2005,2,0.99,7/30/2005
7522,8870,7/30/2005,4104,90,8/8/2005,2,9.99,7/30/2005
7523,8871,7/30/2005,4535,382,8/8/2005,1,9.99,7/30/2005
7524,8872,7/30/2005,2669,186,8/1/2005,1,0.99,7/30/2005
7525,8873,7/30/2005,3498,91,8/4/2005,2,0.99,7/30/2005
7526,8874,7/30/2005,459,564,8/2/2005,2,0.99,7/30/2005
7527,8875,7/30/2005,1294,121,8/4/2005,2,2.99,7/30/2005
7528,8876,7/30/2005,2394,579,8/2/2005,1,0.99,7/30/2005
7529,8877,7/30/2005,1140,417,7/31/2005,1,2.99,7/30/2005
7530,8878,7/30/2005,440,25,8/1/2005,2,0.99,7/30/2005
7531,8879,7/30/2005,2956,584,8/6/2005,2,4.99,7/30/2005
7532,8880,7/30/2005,2920,51,8/1/2005,1,0.99,7/30/2005
7533,8881,7/30/2005,2012,118,8/4/2005,1,4.99,7/30/2005
7534,8882,7/30/2005,441,410,8/3/2005,2,0.99,7/30/2005
7535,8883,7/30/2005,1421,168,8/4/2005,2,1.99,7/30/2005
7536,8884,7/30/2005,3050,80,8/5/2005,1,6.99,7/30/2005
7537,8885,7/30/2005,2984,135,8/6/2005,1,7.99,7/30/2005
7538,8886,7/30/2005,1469,418,8/8/2005,1,10.99,7/30/2005
7539,8887,7/30/2005,4119,389,8/4/2005,1,4.99,7/30/2005
7540,8888,7/30/2005,2824,284,8/1/2005,2,2.99,7/30/2005
7541,8889,7/30/2005,3457,558,8/2/2005,1,2.99,7/30/2005
7542,8890,7/30/2005,3656,470,8/5/2005,1,6.99,7/30/2005
7543,8891,7/30/2005,4093,435,8/6/2005,2,4.99,7/30/2005
7544,8892,7/30/2005,1584,184,8/6/2005,2,4.99,7/30/2005
7545,8893,7/30/2005,1048,147,8/1/2005,1,2.99,7/30/2005
7546,8894,7/30/2005,2055,552,7/31/2005,1,4.99,7/30/2005
7547,8895,7/30/2005,3217,494,7/31/2005,1,2.99,7/30/2005
7548,8896,7/30/2005,3560,205,7/31/2005,1,4.99,7/30/2005
7549,8897,7/30/2005,1964,459,8/1/2005,1,2.99,7/30/2005
7550,8898,7/30/2005,3961,452,8/5/2005,2,1.99,7/30/2005
7551,8899,7/30/2005,4148,252,8/1/2005,1,0.99,7/30/2005
7552,8900,7/30/2005,3057,375,8/6/2005,1,2.99,7/30/2005
7553,8901,7/30/2005,4392,28,8/2/2005,1,2.99,7/30/2005
7554,8902,7/30/2005,2983,408,8/5/2005,2,6.99,7/30/2005
7555,8903,7/30/2005,4546,406,7/30/2005,2,0.99,7/30/2005
7556,8904,7/30/2005,3622,575,8/4/2005,1,0.99,7/30/2005
7557,8905,7/30/2005,2154,240,8/4/2005,1,5.99,7/30/2005
7558,8906,7/30/2005,2667,560,8/7/2005,2,4.99,7/30/2005
7559,8907,7/30/2005,3239,576,8/3/2005,1,4.99,7/30/2005
7560,8908,7/30/2005,4498,391,7/31/2005,1,0.99,7/30/2005
7561,8909,7/30/2005,2606,556,8/6/2005,2,5.99,7/30/2005
7562,8910,7/30/2005,1039,569,7/31/2005,2,2.99,7/30/2005
7563,8911,7/30/2005,2159,445,8/2/2005,1,0.99,7/30/2005
7564,8912,7/30/2005,1686,280,8/2/2005,2,0.99,7/30/2005
7565,8913,7/30/2005,429,391,8/6/2005,1,6.99,7/30/2005
7566,8914,7/30/2005,1347,32,8/4/2005,1,2.99,7/30/2005
7567,8915,7/30/2005,3030,42,8/4/2005,2,3.99,7/30/2005
7568,8916,7/30/2005,3852,377,8/3/2005,1,4.99,7/30/2005
7569,8917,7/30/2005,4460,309,8/5/2005,2,2.99,7/30/2005
7570,8918,7/30/2005,2544,424,8/4/2005,2,4.99,7/30/2005
7571,8919,7/30/2005,4006,337,8/8/2005,1,8.99,7/30/2005
7572,8920,7/30/2005,4079,78,8/2/2005,2,4.99,7/30/2005
7573,8921,7/30/2005,1016,354,7/31/2005,1,0.99,7/30/2005
7574,8922,7/30/2005,1696,446,8/8/2005,2,9.99,7/30/2005
7575,8923,7/30/2005,2425,446,8/3/2005,2,3.99,7/30/2005
7576,8924,7/30/2005,2291,38,8/5/2005,2,3.99,7/30/2005
7577,8925,7/30/2005,3753,500,7/30/2005,1,0.99,7/30/2005
7578,8926,7/30/2005,3677,510,8/3/2005,1,4.99,7/30/2005
7579,8927,7/30/2005,272,15,8/1/2005,1,4.99,7/30/2005
7580,8928,7/30/2005,706,366,8/5/2005,2,2.99,7/30/2005
7581,8929,7/30/2005,3501,472,8/6/2005,1,5.99,7/30/2005
7582,8930,7/30/2005,1107,202,8/2/2005,2,0.99,7/30/2005
7583,8931,7/30/2005,16,268,8/2/2005,2,2.99,7/30/2005
7584,8932,7/30/2005,4537,295,8/4/2005,2,2.99,7/30/2005
7585,8933,7/30/2005,1664,260,8/2/2005,2,0.99,7/30/2005
7586,8934,7/30/2005,3223,494,8/1/2005,1,4.99,7/30/2005
7587,8935,7/30/2005,285,76,8/2/2005,2,0.99,7/30/2005
7588,8936,7/30/2005,1408,227,8/1/2005,2,2.99,7/30/2005
7589,8937,7/30/2005,2406,544,8/8/2005,2,5.99,7/30/2005
7590,8938,7/30/2005,4031,92,7/31/2005,2,4.99,7/30/2005
7591,8939,7/30/2005,4175,598,8/1/2005,1,4.99,7/30/2005
7592,8940,7/30/2005,1566,212,8/5/2005,1,3.99,7/30/2005
7593,8941,7/30/2005,4147,329,8/2/2005,2,0.99,7/30/2005
7594,8942,7/30/2005,4375,77,8/6/2005,2,4.99,7/30/2005
7595,8943,7/30/2005,3698,531,8/2/2005,2,0.99,7/30/2005
7596,8944,7/30/2005,3513,172,8/6/2005,2,6.99,7/30/2005
7597,8945,7/30/2005,1441,447,8/7/2005,2,4.99,7/30/2005
7598,8946,7/30/2005,3510,257,8/4/2005,1,6.99,7/30/2005
7599,8947,7/30/2005,341,24,8/4/2005,2,4.99,7/30/2005
7600,8948,7/30/2005,948,597,8/4/2005,1,4.99,7/30/2005
7601,8949,7/30/2005,2876,231,8/8/2005,1,5.99,7/30/2005
7602,8950,7/30/2005,3015,11,8/7/2005,1,9.99,7/30/2005
7603,8951,7/30/2005,127,336,8/8/2005,2,8.99,7/30/2005
7604,8952,7/30/2005,4397,36,8/2/2005,1,4.99,7/30/2005
7605,8953,7/30/2005,535,278,8/2/2005,2,4.99,7/30/2005
7606,8954,7/30/2005,991,137,8/6/2005,2,2.99,7/30/2005
7607,8955,7/30/2005,4532,405,8/4/2005,2,5.99,7/30/2005
7608,8956,7/30/2005,2129,71,8/1/2005,2,0.99,7/30/2005
7609,8957,7/30/2005,811,158,8/6/2005,1,1.99,7/30/2005
7610,8958,7/30/2005,1556,536,8/6/2005,1,2.99,7/30/2005
7611,8959,7/30/2005,3508,550,8/6/2005,2,8.99,7/30/2005
7612,8960,7/30/2005,391,525,8/1/2005,2,4.99,7/30/2005
7613,8961,7/30/2005,3679,211,8/6/2005,1,6.99,7/30/2005
7614,8962,7/30/2005,4439,406,8/7/2005,1,1.99,7/30/2005
7615,8963,7/30/2005,100,544,8/8/2005,1,9.99,7/30/2005
7616,8964,7/30/2005,280,424,8/6/2005,2,1.99,7/30/2005
7617,8965,7/30/2005,2419,599,8/5/2005,2,6.99,7/30/2005
7618,8966,7/30/2005,1903,522,7/31/2005,1,2.99,7/30/2005
7619,8967,7/30/2005,1536,480,8/6/2005,2,6.99,7/30/2005
7620,8968,7/30/2005,2280,339,7/31/2005,1,0.99,7/30/2005
7621,8969,7/30/2005,2043,121,8/6/2005,1,8.99,7/30/2005
7622,8970,7/30/2005,2940,313,8/7/2005,2,3.99,7/30/2005
7623,8971,7/30/2005,3572,35,8/8/2005,2,5.99,7/30/2005
7624,8972,7/30/2005,1974,89,8/4/2005,1,0.99,7/30/2005
7625,8973,7/30/2005,886,282,8/7/2005,2,1.99,7/30/2005
7626,8974,7/30/2005,3376,425,8/4/2005,1,0.99,7/30/2005
7627,8975,7/30/2005,3288,356,8/7/2005,2,5.99,7/30/2005
7628,8976,7/30/2005,2135,507,8/4/2005,1,2.99,7/30/2005
7629,8977,7/30/2005,4099,334,8/5/2005,2,7.99,7/30/2005
7630,8978,7/30/2005,711,5,8/6/2005,1,1.99,7/30/2005
7631,8979,7/30/2005,1394,529,8/8/2005,2,5.99,7/30/2005
7632,8980,7/30/2005,3061,105,8/4/2005,1,2.99,7/30/2005
7633,8981,7/30/2005,4413,310,8/6/2005,1,7.99,7/30/2005
7634,8982,7/30/2005,1128,251,7/31/2005,1,0.99,7/30/2005
7635,8983,7/30/2005,1861,144,7/31/2005,1,0.99,7/30/2005
7636,8984,7/30/2005,2126,485,8/4/2005,1,6.99,7/30/2005
7637,8985,7/30/2005,3179,12,8/6/2005,2,0.99,7/30/2005
7638,8986,7/30/2005,3992,551,7/31/2005,1,0.99,7/30/2005
7639,8987,7/30/2005,1434,135,8/8/2005,2,6.99,7/30/2005
7640,8988,7/30/2005,777,487,8/7/2005,2,7.99,7/30/2005
7641,8989,7/30/2005,954,575,8/6/2005,1,4.99,7/30/2005
7642,8990,7/30/2005,1869,292,8/7/2005,2,8.99,7/30/2005
7643,8991,7/30/2005,4540,474,8/1/2005,1,2.99,7/30/2005
7644,8992,7/30/2005,4478,54,8/1/2005,1,4.99,7/30/2005
7645,8993,7/30/2005,1891,382,8/1/2005,1,4.99,7/30/2005
7646,8994,7/30/2005,1527,287,8/7/2005,1,6.99,7/30/2005
7647,8995,7/30/2005,3575,331,8/7/2005,1,4.99,7/30/2005
7648,8996,7/30/2005,1970,579,7/31/2005,1,0.99,7/30/2005
7649,8997,7/30/2005,850,31,8/3/2005,1,0.99,7/30/2005
7650,8998,7/30/2005,1573,120,8/8/2005,2,6.99,7/30/2005
7651,8999,7/30/2005,3458,424,8/1/2005,2,2.99,7/30/2005
7652,9000,7/30/2005,3763,290,8/8/2005,2,7.99,7/30/2005
7653,9001,7/30/2005,3682,440,7/31/2005,2,4.99,7/30/2005
7654,9002,7/30/2005,1936,137,7/31/2005,1,4.99,7/30/2005
7655,9003,7/30/2005,1605,507,7/31/2005,1,2.99,7/30/2005
7656,9004,7/30/2005,3775,178,7/31/2005,1,4.99,7/30/2005
7657,9005,7/30/2005,157,204,8/3/2005,2,0.99,7/30/2005
7658,9006,7/30/2005,3315,49,7/31/2005,1,0.99,7/30/2005
7659,9007,7/30/2005,2813,63,8/2/2005,2,0.99,7/30/2005
7660,9008,7/30/2005,3592,371,7/31/2005,1,4.99,7/30/2005
7661,9009,7/30/2005,4136,166,8/7/2005,1,8.99,7/30/2005
7662,9010,7/30/2005,1698,152,8/6/2005,2,5.99,7/30/2005
7663,9011,7/30/2005,2799,236,8/5/2005,1,5.99,7/30/2005
7664,9012,7/30/2005,3604,494,8/6/2005,1,4.99,7/30/2005
7665,9013,7/30/2005,2367,347,8/4/2005,1,4.99,7/30/2005
7666,9014,7/30/2005,311,297,8/1/2005,2,2.99,7/30/2005
7667,9015,7/30/2005,4128,203,8/8/2005,2,10.99,7/30/2005
7668,9016,7/30/2005,4309,312,8/4/2005,2,6.99,7/30/2005
7669,9017,7/30/2005,3325,319,8/4/2005,2,4.99,7/30/2005
7670,9018,7/30/2005,1982,218,8/7/2005,1,6.99,7/30/2005
7671,9019,7/30/2005,946,235,8/3/2005,2,5.99,7/30/2005
7672,9020,7/30/2005,1700,142,8/8/2005,2,7.99,7/30/2005
7673,9021,7/30/2005,674,498,8/3/2005,1,0.99,7/30/2005
7674,9022,7/30/2005,4473,159,8/3/2005,2,3.99,7/30/2005
7675,9023,7/30/2005,2911,148,8/7/2005,1,5.99,7/30/2005
7676,9024,7/30/2005,164,329,8/5/2005,2,4.99,7/30/2005
7677,9025,7/30/2005,2244,473,7/31/2005,1,4.99,7/30/2005
7678,9026,7/30/2005,1524,423,8/1/2005,1,2.99,7/30/2005
7679,9027,7/30/2005,449,72,8/3/2005,1,2.99,7/30/2005
7680,9028,7/30/2005,2687,119,8/2/2005,1,2.99,7/30/2005
7681,9029,7/30/2005,2220,52,8/4/2005,1,4.99,7/30/2005
7682,9030,7/30/2005,2237,367,8/3/2005,1,3.99,7/30/2005
7683,9031,7/30/2005,2377,2,8/4/2005,2,4.99,7/30/2005
7684,9032,7/30/2005,4448,369,8/1/2005,1,4.99,7/30/2005
7685,9033,7/30/2005,3416,35,8/5/2005,1,2.99,7/30/2005
7686,9034,7/30/2005,3847,144,8/8/2005,2,7.99,7/30/2005
7687,9035,7/30/2005,3785,243,8/6/2005,1,2.99,7/30/2005
7688,9036,7/30/2005,790,18,7/31/2005,1,4.99,7/30/2005
7689,9037,7/30/2005,3833,356,8/8/2005,1,4.99,7/30/2005
7690,9038,7/30/2005,217,514,8/6/2005,1,3.99,7/30/2005
7691,9039,7/30/2005,4493,485,8/8/2005,1,2.99,7/30/2005
7692,9040,7/30/2005,392,33,8/3/2005,1,4.99,7/30/2005
7693,9041,7/30/2005,1103,454,8/1/2005,2,0.99,7/30/2005
7694,9042,7/30/2005,2770,398,8/4/2005,2,2.99,7/30/2005
7695,9043,7/30/2005,4127,9,8/2/2005,1,4.99,7/30/2005
7696,9044,7/30/2005,3796,319,7/31/2005,1,0.99,7/30/2005
7697,9045,7/30/2005,4521,46,8/8/2005,1,8.99,7/30/2005
7698,9046,7/30/2005,1736,215,8/1/2005,2,2.99,7/30/2005
7699,9047,7/30/2005,256,522,8/8/2005,2,7.99,7/30/2005
7700,9048,7/30/2005,3929,100,8/5/2005,1,5.99,7/30/2005
7701,9049,7/30/2005,2620,417,8/4/2005,1,2.99,7/30/2005
7702,9050,7/30/2005,106,40,8/6/2005,1,8.99,7/30/2005
7703,9051,7/30/2005,1847,337,8/7/2005,2,5.99,7/30/2005
7704,9052,7/30/2005,3351,408,8/3/2005,1,0.99,7/30/2005
7705,9053,7/30/2005,2535,485,8/1/2005,2,4.99,7/30/2005
7706,9054,7/30/2005,2860,209,8/8/2005,2,6.99,7/30/2005
7707,9055,7/30/2005,634,512,8/1/2005,1,2.99,7/30/2005
7708,9056,7/30/2005,4363,380,8/3/2005,1,0.99,7/30/2005
7709,9057,7/30/2005,3141,202,8/1/2005,2,2.99,7/30/2005
7710,9058,7/30/2005,4214,403,7/31/2005,2,2.99,7/30/2005
7711,9059,7/30/2005,480,267,8/8/2005,1,3.99,7/30/2005
7712,9060,7/30/2005,4360,87,8/3/2005,1,0.99,7/30/2005
7713,9061,7/30/2005,1933,255,8/8/2005,1,6.99,7/30/2005
7714,9062,7/30/2005,2780,358,8/2/2005,1,0.99,7/30/2005
7715,9063,7/30/2005,2851,564,8/5/2005,2,3.99,7/30/2005
7716,9064,7/30/2005,1417,194,8/7/2005,2,7.99,7/30/2005
7717,9065,7/30/2005,349,238,7/31/2005,2,4.99,7/30/2005
7718,9066,7/30/2005,196,171,8/2/2005,1,4.99,7/30/2005
7719,9067,7/30/2005,3628,382,8/4/2005,2,6.99,7/30/2005
7720,9068,7/30/2005,2264,78,8/8/2005,1,5.99,7/30/2005
7721,9069,7/30/2005,1852,258,8/2/2005,1,4.99,7/30/2005
7722,9070,7/30/2005,3690,276,8/1/2005,2,0.99,7/30/2005
7723,9071,7/30/2005,3151,523,8/1/2005,2,2.99,7/30/2005
7724,9072,7/30/2005,4536,106,8/4/2005,1,2.99,7/30/2005
7725,9073,7/30/2005,2185,141,8/5/2005,2,7.99,7/30/2005
7726,9074,7/30/2005,3244,84,8/1/2005,2,2.99,7/30/2005
7727,9075,7/30/2005,1931,20,8/2/2005,1,4.99,7/30/2005
7728,9076,7/30/2005,496,447,8/8/2005,1,5.99,7/30/2005
7729,9077,7/30/2005,4324,471,8/8/2005,1,2.99,7/30/2005
7730,9078,7/30/2005,955,300,7/31/2005,1,0.99,7/30/2005
7731,9079,7/30/2005,2143,193,7/31/2005,2,2.99,7/30/2005
7732,9080,7/30/2005,94,276,8/6/2005,1,1.99,7/30/2005
7733,9081,7/30/2005,3040,572,8/3/2005,1,3.99,7/30/2005
7734,9082,7/30/2005,4042,438,8/6/2005,2,3.99,7/30/2005
7735,9083,7/30/2005,456,488,8/7/2005,1,5.99,7/30/2005
7736,9084,7/30/2005,3950,171,8/3/2005,2,5.99,7/30/2005
7737,9085,7/30/2005,3400,33,8/3/2005,2,4.99,7/30/2005
7738,9086,7/30/2005,2779,57,8/6/2005,2,0.99,7/30/2005
7739,9087,7/30/2005,4048,546,8/2/2005,1,4.99,7/30/2005
7740,9088,7/30/2005,3407,245,8/1/2005,1,0.99,7/30/2005
7741,9089,7/30/2005,490,369,7/31/2005,1,0.99,7/30/2005
7742,9090,7/30/2005,3426,104,8/8/2005,2,3.99,7/30/2005
7743,9091,7/30/2005,2249,66,8/7/2005,1,5.99,7/30/2005
7744,9092,7/30/2005,1877,17,8/6/2005,2,8.99,7/30/2005
7745,9093,7/30/2005,2208,96,8/4/2005,1,3.99,7/30/2005
7746,9094,7/30/2005,2699,140,8/7/2005,2,4.99,7/30/2005
7747,9095,7/30/2005,3019,511,7/31/2005,1,0.99,7/30/2005
7748,9096,7/30/2005,540,216,8/1/2005,1,0.99,7/30/2005
7749,9097,7/30/2005,570,173,8/4/2005,2,4.99,7/30/2005
7750,9098,7/30/2005,1267,144,8/8/2005,1,3.99,7/30/2005
7751,9099,7/30/2005,594,250,8/1/2005,2,0.99,7/30/2005
7752,9100,7/30/2005,4117,4,8/5/2005,1,5.99,7/30/2005
7753,9101,7/30/2005,3165,566,8/2/2005,1,4.99,7/30/2005
7754,9102,7/30/2005,1154,276,8/4/2005,1,4.99,7/30/2005
7755,9103,7/30/2005,3806,280,7/31/2005,1,0.99,7/30/2005
7756,9104,7/30/2005,3372,322,8/6/2005,1,7.99,7/30/2005
7757,9105,7/30/2005,4443,262,8/5/2005,1,6.99,7/30/2005
7758,9106,7/30/2005,2935,148,8/2/2005,2,2.99,7/30/2005
7759,9107,7/30/2005,1068,531,8/5/2005,2,4.99,7/30/2005
7760,9108,7/30/2005,3977,490,8/4/2005,1,4.99,7/30/2005
7761,9109,7/30/2005,787,266,8/7/2005,1,5.99,7/30/2005
7762,9110,7/30/2005,1474,317,8/3/2005,1,2.99,7/30/2005
7763,9111,7/30/2005,166,211,8/4/2005,2,3.99,7/30/2005
7764,9112,7/30/2005,395,74,8/4/2005,2,4.99,7/30/2005
7765,9113,7/30/2005,3903,374,7/31/2005,1,0.99,7/30/2005
7766,9114,7/30/2005,893,18,8/5/2005,2,4.99,7/30/2005
7767,9115,7/30/2005,3750,322,8/4/2005,2,4.99,7/30/2005
7768,9116,7/30/2005,2917,446,8/3/2005,2,0.99,7/30/2005
7769,9117,7/30/2005,3055,371,8/7/2005,1,8.99,7/30/2005
7770,9118,7/30/2005,4538,172,8/2/2005,2,2.99,7/30/2005
7771,9119,7/30/2005,275,305,8/3/2005,1,4.99,7/30/2005
7772,9120,7/30/2005,139,473,8/8/2005,1,8.99,7/30/2005
7773,9121,7/30/2005,3098,150,8/5/2005,2,2.99,7/30/2005
7774,9122,7/30/2005,627,365,8/5/2005,1,2.99,7/30/2005
7775,9123,7/30/2005,3748,293,8/2/2005,2,2.99,7/30/2005
7776,9124,7/30/2005,4552,105,8/6/2005,1,3.99,7/30/2005
7777,9125,7/30/2005,333,335,8/7/2005,1,5.99,7/30/2005
7778,9126,7/30/2005,4495,590,8/2/2005,2,0.99,7/30/2005
7779,9127,7/30/2005,4114,300,7/31/2005,1,2.99,7/30/2005
7780,9128,7/30/2005,3647,372,8/7/2005,1,5.99,7/30/2005
7781,9129,7/30/2005,2658,125,8/7/2005,2,9.99,7/30/2005
7782,9130,7/30/2005,1715,354,8/4/2005,1,2.99,7/30/2005
7783,9131,7/30/2005,623,142,8/1/2005,1,2.99,7/30/2005
7784,9132,7/30/2005,402,159,8/2/2005,1,0.99,7/30/2005
7785,9133,7/30/2005,408,576,8/7/2005,1,5.99,7/30/2005
7786,9134,7/30/2005,3797,559,8/1/2005,1,0.99,7/30/2005
7787,9135,7/30/2005,821,161,8/3/2005,2,4.99,7/30/2005
7788,9136,7/30/2005,1734,57,7/31/2005,2,0.99,7/30/2005
7789,9137,7/30/2005,840,459,8/6/2005,2,6.99,7/30/2005
7790,9138,7/30/2005,2550,17,7/31/2005,2,2.99,7/30/2005
7791,9139,7/30/2005,2809,133,8/3/2005,1,2.99,7/30/2005
7792,9140,7/30/2005,4095,25,8/6/2005,2,8.99,7/30/2005
7793,9141,7/30/2005,3087,484,8/5/2005,1,5.99,7/30/2005
7794,9142,7/30/2005,4467,486,8/4/2005,1,0.99,7/30/2005
7795,9143,7/30/2005,2962,511,8/7/2005,2,6.99,7/30/2005
7796,9144,7/30/2005,718,381,8/5/2005,1,0.99,7/30/2005
7797,9145,7/30/2005,559,176,8/7/2005,2,6.99,7/30/2005
7798,9146,7/30/2005,483,302,8/8/2005,1,7.99,7/30/2005
7799,9147,7/30/2005,4167,394,8/2/2005,2,0.99,7/30/2005
7800,9148,7/30/2005,1407,333,8/4/2005,2,4.99,7/30/2005
7801,9149,7/30/2005,2632,21,8/1/2005,1,0.99,7/30/2005
7802,9150,7/30/2005,2834,213,8/8/2005,1,6.99,7/30/2005
7803,9151,7/30/2005,3956,102,8/7/2005,1,3.99,7/30/2005
7804,9152,7/30/2005,3607,595,7/31/2005,2,2.99,7/30/2005
7805,9153,7/30/2005,3743,589,8/3/2005,2,4.99,7/30/2005
7806,9154,7/30/2005,576,312,8/5/2005,1,3.99,7/30/2005
7807,9155,7/30/2005,3787,107,8/2/2005,2,2.99,7/30/2005
